,time,stuck,x,y,z,rot_x,rot_y,rot_z,rot_w,linear_velocity,angular_velocity,cmd_vel_x,cmd_vel_twist,row
0,10699000000,0,-2.033224338559157,0.1407444080427256,5.596475731196767e-08,1.96180286449397e-07,-2.284190043814205e-07,-0.09288984459102878,0.995676391591045,0.32219107318909085,-0.22982056582582241,-0.21171303406004163,1.0,40.0
0,10714000000,0,-2.0407320318497573,0.11980348951739203,4.608814703240333e-08,3.1677637127049354e-07,-3.71445895130123e-07,-0.10187813752748674,0.994796886351024,0.31411285074767187,-0.19283411856191096,-0.21171303406004163,1.0,41.0
0,10760000000,0,-2.063095705448669,0.10682151888659519,5.08775402462486e-08,3.142787564132844e-07,-2.6263189025323034e-07,-0.10560858425770019,0.9944077769863411,0.3206797065329608,-0.15990047770843266,0.0,0.0,42.0
0,10795000000,0,-2.0873563157971655,0.13643338062850432,5.051016201595153e-08,2.4801411011093896e-07,-2.534926839587497e-07,-0.10716635274142333,0.9942411039782931,0.3209421502649168,-0.15272510195659003,0.0,0.0,43.0
0,10838000000,0,-2.0824409324261977,0.14986322905597274,3.558171326119661e-08,3.8903890317118344e-07,-4.7356073247578965e-07,-0.10751003064293202,0.9942039998465004,0.30036557157174126,-0.14559524719327838,0.0,0.0,44.0
0,10881000000,0,-2.1202629498815755,0.15308809616807176,3.8582656259572385e-08,3.74882435357046e-07,-3.991162258817772e-07,-0.10774974221375855,0.994178048969383,0.3137005401959137,-0.13912088085652136,0.0,0.0,45.0
0,10883000000,0,-2.138405735166093,0.14783085118225578,4.19140149814897e-08,3.588520805807499e-07,-3.2815238688352997e-07,-0.10796352340110771,0.9941548559528249,0.3061268689047852,-0.13150786572152567,0.0,0.0,46.0
0,10923000000,0,-2.1424386384017398,0.16508970315738228,4.3675207626704235e-08,3.42112809404147e-07,-2.718184430856088e-07,-0.10774345241235946,0.9941787306425715,0.29441167225031817,-0.12501881688232225,0.0,0.0,47.0
0,10947000000,0,-2.141847100232361,0.18530958502418582,4.542894865785072e-08,3.2875945312238976e-07,-2.3249413268133178e-07,-0.10767396915237494,0.9941862583876379,0.2821580298812049,-0.11935034272429261,0.0,0.0,48.0
0,10980000000,0,-2.1598388739208607,0.17288973825489948,4.851009108686671e-08,3.159384013071355e-07,-1.9953959181334758e-07,-0.10748766207733917,0.9942064184569561,0.2786612521129022,-0.1138066011469846,0.0,0.0,49.0
